itemid,label,fluid,category,valueuom,aliases,structured_text
50934,H,Blood,Chemistry,U,H | H Blood | Chemistry H,"TYPE: LAB_TEST
DISPLAY_NAME: H
ALIASES: H | H Blood | Chemistry H
UNIT: U
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50934"
50937,Hepatitis A Virus Antibody,Blood,Chemistry,,Hepatitis A Virus Antibody | Hepatitis A Virus Antibody Blood | Chemistry Hepatitis A Virus Antibody,"TYPE: LAB_TEST
DISPLAY_NAME: Hepatitis A Virus Antibody
ALIASES: Hepatitis A Virus Antibody | Hepatitis A Virus Antibody Blood | Chemistry Hepatitis A Virus Antibody
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50937"
51614,Epstein-Barr Virus EBNA IgG Ab,Blood,Chemistry,,Epstein-Barr Virus EBNA IgG Ab | Epstein-Barr Virus EBNA IgG Ab Blood | Chemistry Epstein-Barr Virus EBNA IgG Ab,"TYPE: LAB_TEST
DISPLAY_NAME: Epstein-Barr Virus EBNA IgG Ab
ALIASES: Epstein-Barr Virus EBNA IgG Ab | Epstein-Barr Virus EBNA IgG Ab Blood | Chemistry Epstein-Barr Virus EBNA IgG Ab
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51614"
51674,Immunoglobulin E,Blood,Chemistry,,Immunoglobulin E | Immunoglobulin E Blood | Chemistry Immunoglobulin E,"TYPE: LAB_TEST
DISPLAY_NAME: Immunoglobulin E
ALIASES: Immunoglobulin E | Immunoglobulin E Blood | Chemistry Immunoglobulin E
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51674"
51737,STX6,Blood,Chemistry,,STX6 | STX6 Blood | Chemistry STX6,"TYPE: LAB_TEST
DISPLAY_NAME: STX6
ALIASES: STX6 | STX6 Blood | Chemistry STX6
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51737"
51747,Treponemal Antibody Test,Blood,Chemistry,,Treponemal Antibody Test | Treponemal Antibody Test Blood | Chemistry Treponemal Antibody Test,"TYPE: LAB_TEST
DISPLAY_NAME: Treponemal Antibody Test
ALIASES: Treponemal Antibody Test | Treponemal Antibody Test Blood | Chemistry Treponemal Antibody Test
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51747"
51760,Z,Blood,Chemistry,,Z | Z Blood | Chemistry Z,"TYPE: LAB_TEST
DISPLAY_NAME: Z
ALIASES: Z | Z Blood | Chemistry Z
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51760"
51768,EE6,Blood,Chemistry,,EE6 | EE6 Blood | Chemistry EE6,"TYPE: LAB_TEST
DISPLAY_NAME: EE6
ALIASES: EE6 | EE6 Blood | Chemistry EE6
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51768"
53152,HIV FINAL,Blood,Chemistry,,HIV FINAL | HIV FINAL Blood | Chemistry HIV FINAL,"TYPE: LAB_TEST
DISPLAY_NAME: HIV FINAL
ALIASES: HIV FINAL | HIV FINAL Blood | Chemistry HIV FINAL
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53152"
50853,25-OH Vitamin D,Blood,Chemistry,ng/mL,25-OH Vitamin D | 25-OH Vitamin D Blood | Chemistry 25-OH Vitamin D,"TYPE: LAB_TEST
DISPLAY_NAME: 25-OH Vitamin D
ALIASES: 25-OH Vitamin D | 25-OH Vitamin D Blood | Chemistry 25-OH Vitamin D
UNIT: ng/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50853"
50856,Acetaminophen,Blood,Chemistry,ug/mL,Acetaminophen | Acetaminophen Blood | Chemistry Acetaminophen,"TYPE: LAB_TEST
DISPLAY_NAME: Acetaminophen
ALIASES: Acetaminophen | Acetaminophen Blood | Chemistry Acetaminophen
UNIT: ug/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50856"
50929,Gentamicin,Blood,Chemistry,,Gentamicin | Gentamicin Blood | Chemistry Gentamicin,"TYPE: LAB_TEST
DISPLAY_NAME: Gentamicin
ALIASES: Gentamicin | Gentamicin Blood | Chemistry Gentamicin
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50929"
51588,CMV IgM Ab,Blood,Chemistry,,CMV IgM Ab | CMV IgM Ab Blood | Chemistry CMV IgM Ab,"TYPE: LAB_TEST
DISPLAY_NAME: CMV IgM Ab
ALIASES: CMV IgM Ab | CMV IgM Ab Blood | Chemistry CMV IgM Ab
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51588"
51591,Confirmation,Blood,Chemistry,,Confirmation | Confirmation Blood | Chemistry Confirmation,"TYPE: LAB_TEST
DISPLAY_NAME: Confirmation
ALIASES: Confirmation | Confirmation Blood | Chemistry Confirmation
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51591"
51595,"Creatine Kinase, Isoenzyme MB",Blood,Chemistry,,"Creatine Kinase, Isoenzyme MB | Creatine Kinase Isoenzyme MB | Creatine Kinase, Isoenzyme MB Blood | Chemistry Creatine Kinase, Isoenzyme MB","TYPE: LAB_TEST
DISPLAY_NAME: Creatine Kinase, Isoenzyme MB
ALIASES: Creatine Kinase, Isoenzyme MB | Creatine Kinase Isoenzyme MB | Creatine Kinase, Isoenzyme MB Blood | Chemistry Creatine Kinase, Isoenzyme MB
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51595"
51603,Delete,Blood,Chemistry,,Delete | Delete Blood | Chemistry Delete,"TYPE: LAB_TEST
DISPLAY_NAME: Delete
ALIASES: Delete | Delete Blood | Chemistry Delete
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51603"
51661,HPE5,Blood,Chemistry,,HPE5 | HPE5 Blood | Chemistry HPE5,"TYPE: LAB_TEST
DISPLAY_NAME: HPE5
ALIASES: HPE5 | HPE5 Blood | Chemistry HPE5
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51661"
51677,K (GREEN),Blood,Chemistry,,K (GREEN) | K (GREEN) Blood | Chemistry K (GREEN),"TYPE: LAB_TEST
DISPLAY_NAME: K (GREEN)
ALIASES: K (GREEN) | K (GREEN) Blood | Chemistry K (GREEN)
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51677"
51727,Send Out,Blood,Chemistry,,Send Out | Send Out Blood | Chemistry Send Out,"TYPE: LAB_TEST
DISPLAY_NAME: Send Out
ALIASES: Send Out | Send Out Blood | Chemistry Send Out
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51727"
53095,Lyme VsIE/PepC10 Antibody,Blood,Chemistry,,Lyme VsIE/PepC10 Antibody | Lyme VsIE/PepC10 Antibody Blood | Chemistry Lyme VsIE/PepC10 Antibody,"TYPE: LAB_TEST
DISPLAY_NAME: Lyme VsIE/PepC10 Antibody
ALIASES: Lyme VsIE/PepC10 Antibody | Lyme VsIE/PepC10 Antibody Blood | Chemistry Lyme VsIE/PepC10 Antibody
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53095"
51954,CDT027,Stool,Chemistry,,CDT027 | CDT027 Stool | Chemistry CDT027,"TYPE: LAB_TEST
DISPLAY_NAME: CDT027
ALIASES: CDT027 | CDT027 Stool | Chemistry CDT027
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51954"
51945,Norovirus Genogroup I,Stool,Chemistry,,Norovirus Genogroup I | Norovirus Genogroup I Stool | Chemistry Norovirus Genogroup I,"TYPE: LAB_TEST
DISPLAY_NAME: Norovirus Genogroup I
ALIASES: Norovirus Genogroup I | Norovirus Genogroup I Stool | Chemistry Norovirus Genogroup I
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51945"
51953,Voided Specimen,Stool,Chemistry,,Voided Specimen | Voided Specimen Stool | Chemistry Voided Specimen,"TYPE: LAB_TEST
DISPLAY_NAME: Voided Specimen
ALIASES: Voided Specimen | Voided Specimen Stool | Chemistry Voided Specimen
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51953"
51928,Alpha-1,Stool,Chemistry,,Alpha-1 | Alpha-1 Stool | Chemistry Alpha-1,"TYPE: LAB_TEST
DISPLAY_NAME: Alpha-1
ALIASES: Alpha-1 | Alpha-1 Stool | Chemistry Alpha-1
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51928"
51934,C Diff Toxin Antigen Assay,Stool,Chemistry,,C Diff Toxin Antigen Assay | C Diff Toxin Antigen Assay Stool | Chemistry C Diff Toxin Antigen Assay,"TYPE: LAB_TEST
DISPLAY_NAME: C Diff Toxin Antigen Assay
ALIASES: C Diff Toxin Antigen Assay | C Diff Toxin Antigen Assay Stool | Chemistry C Diff Toxin Antigen Assay
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51934"
51941,"Glucose, Stool",Stool,Chemistry,,"Glucose, Stool | Glucose Stool | Glucose, Stool Stool | Chemistry Glucose, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Glucose, Stool
ALIASES: Glucose, Stool | Glucose Stool | Glucose, Stool Stool | Chemistry Glucose, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51941"
51931,Beta,Stool,Chemistry,,Beta | Beta Stool | Chemistry Beta,"TYPE: LAB_TEST
DISPLAY_NAME: Beta
ALIASES: Beta | Beta Stool | Chemistry Beta
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51931"
51937,"Creatinine, Stool",Stool,Chemistry,,"Creatinine, Stool | Creatinine Stool | Creatinine, Stool Stool | Chemistry Creatinine, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Creatinine, Stool
ALIASES: Creatinine, Stool | Creatinine Stool | Creatinine, Stool Stool | Chemistry Creatinine, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51937"
51064,"Potassium, Stool",Stool,Chemistry,,"Potassium, Stool | Potassium Stool | Potassium, Stool Stool | Chemistry Potassium, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Potassium, Stool
ALIASES: Potassium, Stool | Potassium Stool | Potassium, Stool Stool | Chemistry Potassium, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51064"
51926,(Albumin),Stool,Chemistry,,(Albumin) | (Albumin) Stool | Chemistry (Albumin),"TYPE: LAB_TEST
DISPLAY_NAME: (Albumin)
ALIASES: (Albumin) | (Albumin) Stool | Chemistry (Albumin)
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51926"
51951,"Urea Nitrogen, Stool",Stool,Chemistry,,"Urea Nitrogen, Stool | Urea Nitrogen Stool | Urea Nitrogen, Stool Stool | Chemistry Urea Nitrogen, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Urea Nitrogen, Stool
ALIASES: Urea Nitrogen, Stool | Urea Nitrogen Stool | Urea Nitrogen, Stool Stool | Chemistry Urea Nitrogen, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51951"
51061,"Bicarbonate, Stool",Stool,Chemistry,,"Bicarbonate, Stool | Bicarbonate Stool | Bicarbonate, Stool Stool | Chemistry Bicarbonate, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Bicarbonate, Stool
ALIASES: Bicarbonate, Stool | Bicarbonate Stool | Bicarbonate, Stool Stool | Chemistry Bicarbonate, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51061"
51947,O & P,Stool,Chemistry,,O & P | O & P Stool | Chemistry O & P,"TYPE: LAB_TEST
DISPLAY_NAME: O & P
ALIASES: O & P | O & P Stool | Chemistry O & P
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51947"
51063,"Osmolality, Stool",Stool,Chemistry,,"Osmolality, Stool | Osmolality Stool | Osmolality, Stool Stool | Chemistry Osmolality, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Osmolality, Stool
ALIASES: Osmolality, Stool | Osmolality Stool | Osmolality, Stool Stool | Chemistry Osmolality, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51063"
51925,72 Hr Fat,Stool,Chemistry,,72 Hr Fat | 72 Hr Fat Stool | Chemistry 72 Hr Fat,"TYPE: LAB_TEST
DISPLAY_NAME: 72 Hr Fat
ALIASES: 72 Hr Fat | 72 Hr Fat Stool | Chemistry 72 Hr Fat
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51925"
51952,"Uric Acid, Stool",Stool,Chemistry,,"Uric Acid, Stool | Uric Acid Stool | Uric Acid, Stool Stool | Chemistry Uric Acid, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Uric Acid, Stool
ALIASES: Uric Acid, Stool | Uric Acid Stool | Uric Acid, Stool Stool | Chemistry Uric Acid, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51952"
51062,"Chloride, Stool",Stool,Chemistry,,"Chloride, Stool | Chloride Stool | Chloride, Stool Stool | Chemistry Chloride, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Chloride, Stool
ALIASES: Chloride, Stool | Chloride Stool | Chloride, Stool Stool | Chemistry Chloride, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51062"
51065,"Sodium, Stool",Stool,Chemistry,,"Sodium, Stool | Sodium Stool | Sodium, Stool Stool | Chemistry Sodium, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Sodium, Stool
ALIASES: Sodium, Stool | Sodium Stool | Sodium, Stool Stool | Chemistry Sodium, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51065"
51935,"Cholesterol, Stool",Stool,Chemistry,,"Cholesterol, Stool | Cholesterol Stool | Cholesterol, Stool Stool | Chemistry Cholesterol, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Cholesterol, Stool
ALIASES: Cholesterol, Stool | Cholesterol Stool | Cholesterol, Stool Stool | Chemistry Cholesterol, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51935"
51938,Cryptococ,Stool,Chemistry,,Cryptococ | Cryptococ Stool | Chemistry Cryptococ,"TYPE: LAB_TEST
DISPLAY_NAME: Cryptococ
ALIASES: Cryptococ | Cryptococ Stool | Chemistry Cryptococ
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51938"
51933,C. diff PCR,Stool,Chemistry,,C. diff PCR | C. diff PCR Stool | Chemistry C. diff PCR,"TYPE: LAB_TEST
DISPLAY_NAME: C. diff PCR
ALIASES: C. diff PCR | C. diff PCR Stool | Chemistry C. diff PCR
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51933"
51930,"Amylase, Stool",Stool,Chemistry,,"Amylase, Stool | Amylase Stool | Amylase, Stool Stool | Chemistry Amylase, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Amylase, Stool
ALIASES: Amylase, Stool | Amylase Stool | Amylase, Stool Stool | Chemistry Amylase, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51930"
51948,Sudan Stain,Stool,Chemistry,,Sudan Stain | Sudan Stain Stool | Chemistry Sudan Stain,"TYPE: LAB_TEST
DISPLAY_NAME: Sudan Stain
ALIASES: Sudan Stain | Sudan Stain Stool | Chemistry Sudan Stain
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51948"
51946,Norovirus Genogroup II,Stool,Chemistry,,Norovirus Genogroup II | Norovirus Genogroup II Stool | Chemistry Norovirus Genogroup II,"TYPE: LAB_TEST
DISPLAY_NAME: Norovirus Genogroup II
ALIASES: Norovirus Genogroup II | Norovirus Genogroup II Stool | Chemistry Norovirus Genogroup II
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51946"
51950,"Triglycerides, Stool",Stool,Chemistry,,"Triglycerides, Stool | Triglycerides Stool | Triglycerides, Stool Stool | Chemistry Triglycerides, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Triglycerides, Stool
ALIASES: Triglycerides, Stool | Triglycerides Stool | Triglycerides, Stool Stool | Chemistry Triglycerides, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51950"
51944,"Lactate Dehydrogenase, Stool",Stool,Chemistry,,"Lactate Dehydrogenase, Stool | Lactate Dehydrogenase Stool | Lactate Dehydrogenase, Stool Stool | Chemistry Lactate Dehydrogenase, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Lactate Dehydrogenase, Stool
ALIASES: Lactate Dehydrogenase, Stool | Lactate Dehydrogenase Stool | Lactate Dehydrogenase, Stool Stool | Chemistry Lactate Dehydrogenase, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51944"
51929,Alpha-2,Stool,Chemistry,,Alpha-2 | Alpha-2 Stool | Chemistry Alpha-2,"TYPE: LAB_TEST
DISPLAY_NAME: Alpha-2
ALIASES: Alpha-2 | Alpha-2 Stool | Chemistry Alpha-2
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51929"
51940,Gamma,Stool,Chemistry,,Gamma | Gamma Stool | Chemistry Gamma,"TYPE: LAB_TEST
DISPLAY_NAME: Gamma
ALIASES: Gamma | Gamma Stool | Chemistry Gamma
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51940"
51942,"IgG, Stool",Stool,Chemistry,,"IgG, Stool | IgG Stool | IgG, Stool Stool | Chemistry IgG, Stool","TYPE: LAB_TEST
DISPLAY_NAME: IgG, Stool
ALIASES: IgG, Stool | IgG Stool | IgG, Stool Stool | Chemistry IgG, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51942"
51943,"Immunoelectrophoresis, Stool",Stool,Chemistry,,"Immunoelectrophoresis, Stool | Immunoelectrophoresis Stool | Immunoelectrophoresis, Stool Stool | Chemistry Immunoelectrophoresis, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Immunoelectrophoresis, Stool
ALIASES: Immunoelectrophoresis, Stool | Immunoelectrophoresis Stool | Immunoelectrophoresis, Stool Stool | Chemistry Immunoelectrophoresis, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51943"
51936,Clostrid,Stool,Chemistry,,Clostrid | Clostrid Stool | Chemistry Clostrid,"TYPE: LAB_TEST
DISPLAY_NAME: Clostrid
ALIASES: Clostrid | Clostrid Stool | Chemistry Clostrid
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51936"
51927,"Albumin, Stool",Stool,Chemistry,,"Albumin, Stool | Albumin Stool | Albumin, Stool Stool | Chemistry Albumin, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Albumin, Stool
ALIASES: Albumin, Stool | Albumin Stool | Albumin, Stool Stool | Chemistry Albumin, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51927"
51955,,Stool,Chemistry,,Stool | Chemistry,"TYPE: LAB_TEST
DISPLAY_NAME: 
ALIASES: Stool | Chemistry
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51955"
51932,"Bilirubin, Total, Stool",Stool,Chemistry,,"Bilirubin, Total, Stool | Bilirubin Total Stool | Bilirubin, Total, Stool Stool | Chemistry Bilirubin, Total, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Bilirubin, Total, Stool
ALIASES: Bilirubin, Total, Stool | Bilirubin Total Stool | Bilirubin, Total, Stool Stool | Chemistry Bilirubin, Total, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51932"
51949,"Total Protein, Stool",Stool,Chemistry,,"Total Protein, Stool | Total Protein Stool | Total Protein, Stool Stool | Chemistry Total Protein, Stool","TYPE: LAB_TEST
DISPLAY_NAME: Total Protein, Stool
ALIASES: Total Protein, Stool | Total Protein Stool | Total Protein, Stool Stool | Chemistry Total Protein, Stool
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51949"
51956,CDT027,Stool,Chemistry,,CDT027 | CDT027 Stool | Chemistry CDT027,"TYPE: LAB_TEST
DISPLAY_NAME: CDT027
ALIASES: CDT027 | CDT027 Stool | Chemistry CDT027
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51956"
51939,Fl Scan,Stool,Chemistry,,Fl Scan | Fl Scan Stool | Chemistry Fl Scan,"TYPE: LAB_TEST
DISPLAY_NAME: Fl Scan
ALIASES: Fl Scan | Fl Scan Stool | Chemistry Fl Scan
UNIT: 
CATEGORY: Chemistry
FLUID: Stool
LOINC: 
ITEMID: 51939"
51983,"Iron, Urine",Urine,Chemistry,,"Iron, Urine | Iron Urine | Iron, Urine Urine | Chemistry Iron, Urine","TYPE: LAB_TEST
DISPLAY_NAME: Iron, Urine
ALIASES: Iron, Urine | Iron Urine | Iron, Urine Urine | Chemistry Iron, Urine
UNIT: 
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 51983"
51097,"Potassium, Urine",Urine,Chemistry,mEq/L,"Potassium, Urine | Potassium Urine | Potassium, Urine Urine | Chemistry Potassium, Urine","TYPE: LAB_TEST
DISPLAY_NAME: Potassium, Urine
ALIASES: Potassium, Urine | Potassium Urine | Potassium, Urine Urine | Chemistry Potassium, Urine
UNIT: mEq/L
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 51097"
51967,Blood,Urine,Chemistry,,Blood | Blood Urine | Chemistry Blood,"TYPE: LAB_TEST
DISPLAY_NAME: Blood
ALIASES: Blood | Blood Urine | Chemistry Blood
UNIT: 
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 51967"
51976,"Cortisol, Urine",Urine,Chemistry,,"Cortisol, Urine | Cortisol Urine | Cortisol, Urine Urine | Chemistry Cortisol, Urine","TYPE: LAB_TEST
DISPLAY_NAME: Cortisol, Urine
ALIASES: Cortisol, Urine | Cortisol Urine | Cortisol, Urine Urine | Chemistry Cortisol, Urine
UNIT: 
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 51976"
51070,"Albumin/Creatinine, Urine",Urine,Chemistry,mg/g,"Albumin/Creatinine, Urine | Albumin/Creatinine Urine | Albumin/Creatinine, Urine Urine | Chemistry Albumin/Creatinine, Urine","TYPE: LAB_TEST
DISPLAY_NAME: Albumin/Creatinine, Urine
ALIASES: Albumin/Creatinine, Urine | Albumin/Creatinine Urine | Albumin/Creatinine, Urine Urine | Chemistry Albumin/Creatinine, Urine
UNIT: mg/g
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 51070"
51988,O & P,Urine,Chemistry,,O & P | O & P Urine | Chemistry O & P,"TYPE: LAB_TEST
DISPLAY_NAME: O & P
ALIASES: O & P | O & P Urine | Chemistry O & P
UNIT: 
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 51988"
52016,Z,Urine,Chemistry,,Z | Z Urine | Chemistry Z,"TYPE: LAB_TEST
DISPLAY_NAME: Z
ALIASES: Z | Z Urine | Chemistry Z
UNIT: 
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 52016"
52019,PAN2,Urine,Chemistry,,PAN2 | PAN2 Urine | Chemistry PAN2,"TYPE: LAB_TEST
DISPLAY_NAME: PAN2
ALIASES: PAN2 | PAN2 Urine | Chemistry PAN2
UNIT: 
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 52019"
51091,"Myoglobin, Urine",Urine,Chemistry,,"Myoglobin, Urine | Myoglobin Urine | Myoglobin, Urine Urine | Chemistry Myoglobin, Urine","TYPE: LAB_TEST
DISPLAY_NAME: Myoglobin, Urine
ALIASES: Myoglobin, Urine | Myoglobin Urine | Myoglobin, Urine Urine | Chemistry Myoglobin, Urine
UNIT: 
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 51091"
51073,"Amylase/Creatinine Ratio, Urine",Urine,Chemistry,,"Amylase/Creatinine Ratio, Urine | Amylase/Creatinine Ratio Urine | Amylase/Creatinine Ratio, Urine Urine | Chemistry Amylase/Creatinine Ratio, Urine","TYPE: LAB_TEST
DISPLAY_NAME: Amylase/Creatinine Ratio, Urine
ALIASES: Amylase/Creatinine Ratio, Urine | Amylase/Creatinine Ratio Urine | Amylase/Creatinine Ratio, Urine Urine | Chemistry Amylase/Creatinine Ratio, Urine
UNIT: 
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 51073"
51081,"Creatinine, Serum",Urine,Chemistry,mg/dL,"Creatinine, Serum | Creatinine Serum | Creatinine, Serum Urine | Chemistry Creatinine, Serum","TYPE: LAB_TEST
DISPLAY_NAME: Creatinine, Serum
ALIASES: Creatinine, Serum | Creatinine Serum | Creatinine, Serum Urine | Chemistry Creatinine, Serum
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 51081"
51079,"Cocaine, Urine",Urine,Chemistry,,"Cocaine, Urine | Cocaine Urine | Cocaine, Urine Urine | Chemistry Cocaine, Urine","TYPE: LAB_TEST
DISPLAY_NAME: Cocaine, Urine
ALIASES: Cocaine, Urine | Cocaine Urine | Cocaine, Urine Urine | Chemistry Cocaine, Urine
UNIT: 
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 51079"
51995,Study Urine,Urine,Chemistry,,Study Urine | Study Urine Urine | Chemistry Study Urine,"TYPE: LAB_TEST
DISPLAY_NAME: Study Urine
ALIASES: Study Urine | Study Urine Urine | Chemistry Study Urine
UNIT: 
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 51995"
52004,UTX1,Urine,Chemistry,,UTX1 | UTX1 Urine | Chemistry UTX1,"TYPE: LAB_TEST
DISPLAY_NAME: UTX1
ALIASES: UTX1 | UTX1 Urine | Chemistry UTX1
UNIT: 
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 52004"
51098,"Prot. Electrophoresis, Urine",Urine,Chemistry,,"Prot. Electrophoresis, Urine | Prot. Electrophoresis Urine | Prot. Electrophoresis, Urine Urine | Chemistry Prot. Electrophoresis, Urine","TYPE: LAB_TEST
DISPLAY_NAME: Prot. Electrophoresis, Urine
ALIASES: Prot. Electrophoresis, Urine | Prot. Electrophoresis Urine | Prot. Electrophoresis, Urine Urine | Chemistry Prot. Electrophoresis, Urine
UNIT: 
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 51098"
51986,Neisseria gonorrhoeae,Urine,Chemistry,,Neisseria gonorrhoeae | Neisseria gonorrhoeae Urine | Chemistry Neisseria gonorrhoeae,"TYPE: LAB_TEST
DISPLAY_NAME: Neisseria gonorrhoeae
ALIASES: Neisseria gonorrhoeae | Neisseria gonorrhoeae Urine | Chemistry Neisseria gonorrhoeae
UNIT: 
CATEGORY: Chemistry
FLUID: Urine
LOINC: 
ITEMID: 51986"
